sep=,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
0, 3535651459, 0.7474474906921387, -0.5571491122245789, 0.282471626996994, -0.22613224387168884, 0, 0, 0, 0, 0, 0, -0.107666015625, 0.894775390625, -0.067626953125, 
1, 3535659792, 0.7474611401557922, -0.5571001172065735, 0.28255799412727356, -0.22610008716583252, -1.845397710800171, -9.521836280822754, 2.134308099746704, -0.2796049416065216, 0.06171749159693718, 1.0842633247375488, -0.108154296875, 0.894287109375, -0.066650390625, 
2, 3535668125, 0.7474657297134399, -0.5570496916770935, 0.2826656997203827, -0.22607466578483582, -1.8344967365264893, -9.503739356994629, 2.142963171005249, -0.3901560306549072, 0.14030198752880096, 1.1462754011154175, -0.108154296875, 0.893798828125, -0.068115234375, 
3, 3535676458, 0.747480034828186, -0.5569994449615479, 0.28274571895599365, -0.22605139017105103, -1.8349689245224, -9.48056411743164, 2.1298305988311768, -0.20588721334934235, 0.06607191264629364, 0.9510436654090881, -0.10791015625, 0.891357421875, -0.066650390625, 
4, 3535684791, 0.7475132942199707, -0.5569207072257996, 0.2828224003314972, -0.22603942453861237, -1.8088109493255615, -9.46898365020752, 2.1596221923828125, 0.26868051290512085, -0.10358396172523499, 0.9694091081619263, -0.107177734375, 0.893310546875, -0.066162109375, 
5, 3535693124, 0.7475738525390625, -0.5568154454231262, 0.28286775946617126, -0.22604182362556458, -1.8005136251449585, -9.468003273010254, 2.1578195095062256, 0.9201785922050476, -0.10335343331098557, 0.7788903713226318, -0.109130859375, 0.893310546875, -0.068603515625, 
6, 3535701457, 0.7476669549942017, -0.556670069694519, 0.2828938663005829, -0.22605901956558228, -1.8140647411346436, -9.45798110961914, 2.1381595134735107, 1.722083330154419, -0.20657879114151, 0.6768432855606079, -0.107666015625, 0.894287109375, -0.066650390625, 
7, 3535709790, 0.7477946281433105, -0.5564772486686707, 0.28290319442749023, -0.2260996699333191, -1.777950406074524, -9.42447280883789, 2.1552445888519287, 2.5962717533111572, -0.16956624388694763, 0.6599123477935791, -0.1064453125, 0.888671875, -0.062744140625, 
8, 3535718123, 0.7479414939880371, -0.5562452077865601, 0.2829187214374542, -0.22616559267044067, -1.767496109008789, -9.391382217407227, 2.1744930744171143, 3.1968486309051514, -0.1639823317527771, 0.6632934808731079, -0.106689453125, 0.89599609375, -0.068603515625, 
9, 3535726456, 0.7481070756912231, -0.5559993982315063, 0.28291040658950806, -0.22623276710510254, -1.7827397584915161, -9.355481147766113, 2.228811740875244, 3.5872607231140137, -0.13014593720436096, 0.575078010559082, -0.110107421875, 0.891357421875, -0.06787109375, 
