sep=,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
0, 3080636327, -0.8162566423416138, 0.17850302159786224, -0.1034265011548996, 0.5395971536636353, 0, 0, 0, 0, 0, 0, -0.1328125, 0.549072265625, -0.77734375, 
1, 3080644660, -0.8162670135498047, 0.1783648282289505, -0.10342169553041458, 0.5396280288696289, 0.2733456492424011, -4.044975280761719, 9.009683609008789, 1.574455976486206, 0.48802807927131653, -0.24181118607521057, -0.132568359375, 0.549072265625, -0.77978515625, 
2, 3080652993, -0.816281795501709, 0.17822346091270447, -0.10343223810195923, 0.5396502017974854, 0.2299424409866333, -4.009311676025391, 9.092028617858887, 1.472741723060608, 0.7329769134521484, -0.04004785791039467, -0.13427734375, 0.550537109375, -0.775146484375, 
3, 3080661326, -0.8162962198257446, 0.17810872197151184, -0.10349346697330475, 0.5396546721458435, 0.21836914122104645, -3.983017683029175, 9.116477012634277, 0.7937850952148438, 0.9831255078315735, 0.21582554280757904, -0.13134765625, 0.548583984375, -0.7763671875, 
4, 3080669659, -0.816304087638855, 0.1780460774898529, -0.10359746217727661, 0.5396434664726257, 0.24017101526260376, -3.9910287857055664, 9.109774589538574, -0.16845200955867767, 1.1253358125686646, 0.39917221665382385, -0.13232421875, 0.549560546875, -0.7763671875, 
5, 3080677992, -0.8163124918937683, 0.1779971718788147, -0.10376109927892685, 0.5396153926849365, 0.2524992525577545, -4.008787155151367, 9.102005958557129, -0.7666212320327759, 1.5742766857147217, 0.6915332078933716, -0.1328125, 0.547607421875, -0.775390625, 
6, 3080686325, -0.8163273334503174, 0.17794546484947205, -0.1039528176188469, 0.5395734310150146, 0.22798886895179749, -3.9714112281799316, 9.039224624633789, -0.9694603085517883, 1.942173719406128, 0.9949337244033813, -0.132568359375, 0.547607421875, -0.77734375, 
7, 3080694658, -0.8163447380065918, 0.1778927743434906, -0.10415001958608627, 0.5395263433456421, 0.21772520244121552, -3.9921157360076904, 9.016261100769043, -0.9786303639411926, 1.9197615385055542, 1.059814691543579, -0.132080078125, 0.547119140625, -0.77783203125, 
8, 3080702991, -0.8163523077964783, 0.17787416279315948, -0.10434336960315704, 0.5394836068153381, 0.1949128359556198, -3.9379045963287354, 8.977210998535156, -1.3709635734558105, 1.7242733240127563, 0.9084343910217285, -0.13232421875, 0.548095703125, -0.77587890625, 
9, 3080711324, -0.8163498640060425, 0.1778823733329773, -0.1045304611325264, 0.5394485592842102, 0.22370603680610657, -3.878488063812256, 8.91447639465332, -1.6185762882232666, 1.4119335412979126, 0.6632294058799744, -0.129150390625, 0.547607421875, -0.77734375, 
10, 3080719657, -0.8163319826126099, 0.1779366284608841, -0.10471034049987793, 0.5394228100776672, 0.23977555334568024, -3.829707622528076, 8.902217864990234, -2.1274802684783936, 1.1086353063583374, 0.3933834433555603, -0.13037109375, 0.548095703125, -0.77294921875, 
11, 3080727990, -0.8163217306137085, 0.1779925525188446, -0.1048901304602623, 0.5393849611282349, 0.24210825562477112, -3.8709216117858887, 8.931095123291016, -2.1228182315826416, 0.9810509085655212, 0.5523965954780579, -0.130859375, 0.549560546875, -0.775390625, 
12, 3080736323, -0.8163229823112488, 0.17799903452396393, -0.10501694679260254, 0.539355993270874, 0.2516370117664337, -3.960500478744507, 9.014177322387695, -1.154625654220581, 0.8317710757255554, 0.5081095695495605, -0.1298828125, 0.552490234375, -0.7783203125, 
13, 3080744656, -0.816328763961792, 0.17797596752643585, -0.10512100905179977, 0.5393346548080444, 0.1952940672636032, -4.031170845031738, 9.11775016784668, -0.6125516295433044, 0.7333611845970154, 0.41428467631340027, -0.1318359375, 0.548095703125, -0.77685546875, 
14, 3080752989, -0.8163221478462219, 0.17794521152973175, -0.1051982045173645, 0.539339542388916, 0.20721785724163055, -3.963290214538574, 9.164844512939453, -0.3385049104690552, 0.6457347869873047, 0.002894408069550991, -0.127685546875, 0.547607421875, -0.777099609375, 
15, 3080761322, -0.8163049817085266, 0.1779177486896515, -0.10529133677482605, 0.539356529712677, 0.24188798666000366, -3.9692416191101074, 9.163355827331543, -0.4825081527233124, 0.7700151801109314, -0.20508037507534027, -0.129150390625, 0.549072265625, -0.77978515625, 
16, 3080769655, -0.8162896037101746, 0.17790204286575317, -0.10540517419576645, 0.5393628478050232, 0.23497089743614197, -3.9747133255004883, 9.148306846618652, -0.8000221848487854, 0.961532711982727, -0.010514643974602222, -0.130126953125, 0.548583984375, -0.77880859375, 
17, 3080777988, -0.8162826895713806, 0.17788492143154144, -0.10552333295345306, 0.5393558740615845, 0.23494943976402283, -4.000070095062256, 9.083917617797852, -0.7934906482696533, 0.9007502198219299, 0.18437126278877258, -0.1298828125, 0.549560546875, -0.77685546875, 
18, 3080786321, -0.8162655234336853, 0.1779169887304306, -0.1056235209107399, 0.5393514633178711, 0.20904891192913055, -3.940458297729492, 9.023762702941895, -1.2552896738052368, 0.42921775579452515, -0.006185838021337986, -0.12744140625, 0.54931640625, -0.773681640625, 
19, 3080794654, -0.8162401914596558, 0.17797698080539703, -0.10572027415037155, 0.5393509864807129, 0.2533608376979828, -3.901003122329712, 8.945838928222656, -1.5363032817840576, 0.13199013471603394, -0.19009603559970856, -0.129150390625, 0.549072265625, -0.77734375, 
20, 3080802987, -0.8162076473236084, 0.17808903753757477, -0.10581687837839127, 0.5393444895744324, 0.21554630994796753, -3.907081127166748, 8.9074068069458, -2.167181968688965, -0.18697111308574677, -0.2218576818704605, -0.12939453125, 0.5498046875, -0.7744140625, 
21, 3080811320, -0.8161563873291016, 0.17826105654239655, -0.10591594129800797, 0.5393456220626831, 0.23278596997261047, -3.8571455478668213, 8.90602970123291, -2.8718550205230713, -0.6326331496238708, -0.556456446647644, -0.128173828125, 0.548583984375, -0.776123046875, 
22, 3080819653, -0.8160903453826904, 0.1784777194261551, -0.10602495819330215, 0.5393527150154114, 0.25332966446876526, -3.8744192123413086, 8.915031433105469, -3.4952542781829834, -0.7406483888626099, -0.7452332973480225, -0.127685546875, 0.550537109375, -0.77880859375, 
23, 3080827986, -0.8160300850868225, 0.17866753041744232, -0.10613422840833664, 0.5393596887588501, 0.24753886461257935, -4.008697986602783, 8.964363098144531, -3.1621670722961426, -0.6224899291992188, -0.6909311413764954, -0.1298828125, 0.5517578125, -0.7734375, 
24, 3080836319, -0.8160051107406616, 0.17873288691043854, -0.10616504400968552, 0.5393695831298828, 0.2514510452747345, -4.2127885818481445, 9.03619384765625, -1.1128233671188354, -0.5503858923912048, -0.44219133257865906, -0.13134765625, 0.55126953125, -0.77490234375, 
25, 3080844652, -0.816003143787384, 0.17866778373718262, -0.10613159090280533, 0.5394006967544556, 0.22669504582881927, -4.222416400909424, 9.092114448547363, 0.9373016357421875, -0.35815104842185974, -0.5077124834060669, -0.1279296875, 0.55126953125, -0.77587890625, 
