sep=,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
0, 3535718123, 0.8820089101791382, -0.060299187898635864, -0.4435961842536926, -0.1472131311893463, 0, 0, 0, 0, 0, 0, -0.893798828125, 0.13671875, -0.238525390625, 
1, 3535726456, 0.8820161819458008, -0.06020286679267883, -0.4435490369796753, -0.14735153317451477, 7.863165378570557, 0.2546946406364441, 5.894443035125732, 0.048282839357852936, 0.4261696934700012, -2.017646312713623, -0.892822265625, 0.13671875, -0.236328125, 
2, 3535734789, 0.8819799423217773, -0.060182005167007446, -0.4435636103153229, -0.14753225445747375, 7.847773551940918, 0.24388206005096436, 5.9079718589782715, -1.0085221529006958, -0.7102699875831604, -2.178759813308716, -0.893798828125, 0.1376953125, -0.239013671875, 
3, 3535743122, 0.8819347023963928, -0.060150206089019775, -0.4435969591140747, -0.14771544933319092, 7.858813762664795, 0.24184884130954742, 5.916348457336426, -0.8885962963104248, -0.9653621912002563, -2.340974807739258, -0.893310546875, 0.1376953125, -0.234619140625, 
4, 3535751455, 0.8819018006324768, -0.06009674072265625, -0.4436124563217163, -0.14788705110549927, 7.856927394866943, 0.2849186360836029, 5.955636501312256, -0.5554062724113464, -0.6423409581184387, -2.263235330581665, -0.895263671875, 0.1376953125, -0.236572265625, 
5, 3535759788, 0.8818790912628174, -0.060056790709495544, -0.4435948133468628, -0.14809179306030273, 7.863093852996826, 0.2876795828342438, 5.9172163009643555, -1.005704641342163, -0.17442014813423157, -2.5632550716400146, -0.894287109375, 0.1376953125, -0.237060546875, 
6, 3535768121, 0.8818457126617432, -0.060054928064346313, -0.44358187913894653, -0.14832961559295654, 7.832672595977783, 0.27006569504737854, 5.887357234954834, -1.6684985160827637, -0.34611234068870544, -2.7571804523468018, -0.895263671875, 0.13427734375, -0.235595703125, 
7, 3535776454, 0.8818053007125854, -0.060077548027038574, -0.4435718059539795, -0.14859113097190857, 7.8356475830078125, 0.26735755801200867, 5.897133827209473, -2.0991249084472656, -0.4609409272670746, -2.893601655960083, -0.895263671875, 0.13427734375, -0.235595703125, 
8, 3535784787, 0.8817684650421143, -0.060077324509620667, -0.44356366991996765, -0.148834228515625, 7.824611186981201, 0.26643049716949463, 5.9284796714782715, -1.7148603200912476, -0.4240308701992035, -2.822957992553711, -0.893798828125, 0.1357421875, -0.23779296875, 
9, 3535793120, 0.8817364573478699, -0.060056135058403015, -0.44354885816574097, -0.14907589554786682, 7.859281063079834, 0.2498650997877121, 5.937265872955322, -1.4237030744552612, -0.27746620774269104, -2.8818702697753906, -0.894775390625, 0.13720703125, -0.235107421875, 
10, 3535801453, 0.8817023634910583, -0.06003502011299133, -0.4435384273529053, -0.149316668510437, 7.86522102355957, 0.2604236304759979, 5.920328617095947, -1.4492918252944946, -0.34414011240005493, -2.902848482131958, -0.89208984375, 0.13134765625, -0.23486328125, 
11, 3535809786, 0.8816564083099365, -0.060034751892089844, -0.4435441195964813, -0.14957121014595032, 7.884245872497559, 0.2325827181339264, 5.911169528961182, -1.761785626411438, -0.6392416954040527, -2.99295973777771, -0.893798828125, 0.134765625, -0.23486328125, 
12, 3535818119, 0.8816123604774475, -0.06001627445220947, -0.44354963302612305, -0.14982134103775024, 7.887263298034668, 0.21619322896003723, 5.922066688537598, -1.480950951576233, -0.5949802398681641, -3.0125539302825928, -0.89404296875, 0.131591796875, -0.23779296875, 
13, 3535826452, 0.8815706372261047, -0.05998915433883667, -0.4435577690601349, -0.15005359053611755, 7.910637378692627, 0.21306608617305756, 5.935390949249268, -1.2922254800796509, -0.6060968637466431, -2.879129648208618, -0.89453125, 0.133056640625, -0.2373046875, 
14, 3535834785, 0.8815610408782959, -0.059946805238723755, -0.4435057044029236, -0.15028074383735657, 7.928414344787598, 0.19806747138500214, 5.951173305511475, -1.153037667274475, 0.3432563543319702, -2.7691681385040283, -0.89599609375, 0.133056640625, -0.2373046875, 
15, 3535843118, 0.8815780878067017, -0.05990229547023773, -0.4434010982513428, -0.1505070924758911, 7.915099620819092, 0.22357900440692902, 5.947325229644775, -1.2280616760253906, 1.1486191749572754, -2.69875431060791, -0.893798828125, 0.134765625, -0.23583984375, 
16, 3535851451, 0.8816110491752625, -0.05982714891433716, -0.44327622652053833, -0.1507112979888916, 7.876947402954102, 0.24956020712852478, 5.919806480407715, -0.747256875038147, 1.5340877771377563, -2.5546231269836426, -0.89453125, 0.132568359375, -0.2353515625, 
17, 3535859784, 0.8816330432891846, -0.05975377559661865, -0.44317883253097534, -0.1508985459804535, 7.868307590484619, 0.2604268491268158, 5.875850200653076, -0.623207151889801, 1.1208534240722656, -2.396864891052246, -0.892578125, 0.131591796875, -0.240234375, 
18, 3535868117, 0.8816390633583069, -0.05968737602233887, -0.443114310503006, -0.15107882022857666, 7.851170063018799, 0.2838101387023926, 5.877157211303711, -0.59159916639328, 0.6007562875747681, -2.3084702491760254, -0.89404296875, 0.130615234375, -0.2392578125, 
19, 3535876450, 0.8816359043121338, -0.05962827801704407, -0.44306695461273193, -0.15125900506973267, 7.864249229431152, 0.2895406186580658, 5.899011611938477, -0.6691078543663025, 0.325275182723999, -2.3165900707244873, -0.892578125, 0.131103515625, -0.23681640625, 
20, 3535884783, 0.8816409707069397, -0.059556007385253906, -0.44300878047943115, -0.15142852067947388, 7.869819641113281, 0.3046254515647888, 5.895542144775391, -0.42385151982307434, 0.5214802026748657, -2.207524538040161, -0.89501953125, 0.132080078125, -0.2373046875, 
21, 3535893116, 0.8816525340080261, -0.05947604775428772, -0.4429432451725006, -0.1515847146511078, 7.868538856506348, 0.31861868500709534, 5.882712364196777, -0.2960365116596222, 0.6587724685668945, -2.1072959899902344, -0.8935546875, 0.130615234375, -0.23876953125, 
22, 3535901449, 0.8816616535186768, -0.05938395857810974, -0.44288480281829834, -0.15173718333244324, 7.8615288734436035, 0.29105034470558167, 5.904391288757324, -0.09675777703523636, 0.5776779055595398, -2.1263785362243652, -0.89404296875, 0.128173828125, -0.23828125, 
23, 3535909782, 0.8816692233085632, -0.059313222765922546, -0.4428277611732483, -0.15188777446746826, 7.868134021759033, 0.3085010349750519, 5.901027679443359, -0.35920119285583496, 0.507110595703125, -2.0003821849823, -0.89306640625, 0.132080078125, -0.23681640625, 
24, 3535918115, 0.8816806077957153, -0.059249281883239746, -0.44275808334350586, -0.1520499587059021, 7.895544528961182, 0.32548895478248596, 5.911536693572998, -0.5148589015007019, 0.6742178797721863, -2.0541720390319824, -0.89404296875, 0.129150390625, -0.23876953125, 
25, 3535926448, 0.8817042708396912, -0.05915890634059906, -0.4426723122596741, -0.15219810605049133, 7.889547824859619, 0.2969251275062561, 5.916923999786377, -0.15326276421546936, 0.9944983124732971, -2.0325534343719482, -0.8955078125, 0.130615234375, -0.23828125, 
26, 3535934781, 0.881736695766449, -0.059058547019958496, -0.4425724744796753, -0.15233880281448364, 7.877379894256592, 0.31446099281311035, 5.895423889160156, 0.00770988455042243, 1.2281513214111328, -1.9536616802215576, -0.89599609375, 0.1298828125, -0.2412109375, 
27, 3535943114, 0.8817717432975769, -0.05893869698047638, -0.4424726963043213, -0.15247270464897156, 7.860023498535156, 0.33316123485565186, 5.872204303741455, 0.27076810598373413, 1.281070351600647, -2.0024311542510986, -0.89501953125, 0.129638671875, -0.24072265625, 
28, 3535951447, 0.8818021416664124, -0.05883017182350159, -0.44238030910491943, -0.15260636806488037, 7.852752685546875, 0.34445858001708984, 5.871617317199707, 0.14623165130615234, 1.1410373449325562, -1.9476679563522339, -0.8935546875, 0.1279296875, -0.24072265625, 
29, 3535959780, 0.8818355202674866, -0.05872657895088196, -0.4422801434993744, -0.15274396538734436, 7.861021041870117, 0.32782840728759766, 5.885817050933838, 0.05222742632031441, 1.2415475845336914, -1.9421353340148926, -0.89404296875, 0.126953125, -0.23974609375, 
30, 3535968113, 0.8818657398223877, -0.058628857135772705, -0.44218945503234863, -0.15286937355995178, 7.89025354385376, 0.3426518738269806, 5.875743389129639, 0.09387616068124771, 1.0864020586013794, -1.754664659500122, -0.8916015625, 0.129150390625, -0.24072265625, 
31, 3535976446, 0.8818899393081665, -0.05853429436683655, -0.44211217761039734, -0.15298989415168762, 7.865360736846924, 0.3508128523826599, 5.873311996459961, 0.08462943136692047, 0.8794392347335815, -1.7287687063217163, -0.892578125, 0.129150390625, -0.2412109375, 
32, 3535984779, 0.8819161057472229, -0.0584421306848526, -0.4420323371887207, -0.15310412645339966, 7.862770080566406, 0.36239469051361084, 5.88076114654541, 0.05906641483306885, 0.9065133929252625, -1.6462396383285522, -0.8935546875, 0.1279296875, -0.2412109375, 
33, 3535993112, 0.8819418549537659, -0.05836203694343567, -0.4419496953487396, -0.1532251238822937, 7.8708624839782715, 0.3600829541683197, 5.911445617675781, -0.10421152412891388, 0.9239054918289185, -1.6387603282928467, -0.892578125, 0.12744140625, -0.24267578125, 
34, 3536001445, 0.8819655776023865, -0.05828303098678589, -0.44187304377555847, -0.15333998203277588, 7.856850624084473, 0.36834588646888733, 5.904800891876221, -0.08033904433250427, 0.8286460638046265, -1.566656231880188, -0.89306640625, 0.126708984375, -0.23828125, 
35, 3536009778, 0.8819897174835205, -0.05819383263587952, -0.441802442073822, -0.15343880653381348, 7.8571906089782715, 0.37419381737709045, 5.9197001457214355, 0.16541671752929688, 0.7695540189743042, -1.4375349283218384, -0.890869140625, 0.125, -0.239501953125, 
36, 3536018111, 0.8820161819458008, -0.05811047554016113, -0.44172489643096924, -0.15354081988334656, 7.865624904632568, 0.37299954891204834, 5.926445007324219, 0.09287721663713455, 0.8559508323669434, -1.3984220027923584, -0.89404296875, 0.12646484375, -0.240234375, 
37, 3536026444, 0.8820482492446899, -0.05803315341472626, -0.4416359066963196, -0.1536422073841095, 7.8557963371276855, 0.351382851600647, 5.937154769897461, -0.026344239711761475, 1.0171157121658325, -1.3640731573104858, -0.8935546875, 0.1259765625, -0.2412109375, 
38, 3536034777, 0.8820925951004028, -0.057951584458351135, -0.4415217936038971, -0.1537455916404724, 7.842601299285889, 0.36290085315704346, 5.944995403289795, 0.03165919706225395, 1.4066826105117798, -1.3140742778778076, -0.892578125, 0.1259765625, -0.24267578125, 
39, 3536043110, 0.882142961025238, -0.05786789953708649, -0.4414028823375702, -0.15382996201515198, 7.841938018798828, 0.3756233751773834, 5.95643424987793, 0.10440362244844437, 1.4913119077682495, -1.1348258256912231, -0.893310546875, 0.1240234375, -0.2412109375, 
40, 3536051443, 0.8821781277656555, -0.05778151750564575, -0.44131234288215637, -0.153920978307724, 7.8504228591918945, 0.37435808777809143, 5.937188625335693, 0.16641566157341003, 1.0625808238983154, -1.2630506753921509, -0.89208984375, 0.1259765625, -0.2451171875, 
41, 3536059776, 0.8822118639945984, -0.05771636962890625, -0.44122570753097534, -0.15400058031082153, 7.849765300750732, 0.36295652389526367, 5.955836296081543, -0.03633379191160202, 0.9570246934890747, -1.0250688791275024, -0.89453125, 0.1259765625, -0.24267578125, 
42, 3536068109, 0.882242739200592, -0.05767114460468292, -0.44114232063293457, -0.15407872200012207, 7.865345001220703, 0.34609031677246094, 5.967245101928711, -0.23673953115940094, 0.853466272354126, -0.8661837577819824, -0.89208984375, 0.1259765625, -0.240234375, 
43, 3536076442, 0.8822779655456543, -0.057640522718429565, -0.44105252623558044, -0.15414580702781677, 7.862926006317139, 0.3806595802307129, 5.953038692474365, -0.38358592987060547, 0.9196279048919678, -0.6570947170257568, -0.8935546875, 0.126953125, -0.24169921875, 
44, 3536084775, 0.8823157548904419, -0.05761517584323883, -0.4409591555595398, -0.15420648455619812, 7.852684497833252, 0.3900516927242279, 5.961350917816162, -0.40512752532958984, 0.9594324231147766, -0.5236189365386963, -0.8935546875, 0.1259765625, -0.2412109375, 
45, 3536093108, 0.882358729839325, -0.05758686363697052, -0.44085943698883057, -0.15425604581832886, 7.846911907196045, 0.3812536895275116, 5.974676609039307, -0.3208566904067993, 1.0702139139175415, -0.40794509649276733, -0.89501953125, 0.12744140625, -0.24267578125, 
46, 3536101441, 0.8824034333229065, -0.05756214261054993, -0.4407554566860199, -0.15430676937103271, 7.8211822509765625, 0.38773372769355774, 5.976650238037109, -0.3754662275314331, 1.1202641725540161, -0.3795132637023926, -0.893310546875, 0.1240234375, -0.24169921875, 
47, 3536109774, 0.8824515342712402, -0.05752655863761902, -0.4406496286392212, -0.15434736013412476, 7.829223155975342, 0.3589654266834259, 5.977230072021484, -0.18730410933494568, 1.182942271232605, -0.32792627811431885, -0.894287109375, 0.12451171875, -0.2431640625, 
48, 3536118107, 0.882496178150177, -0.057483598589897156, -0.44055449962615967, -0.15437963604927063, 7.826175689697266, 0.3615976572036743, 5.981786727905273, -0.010693943127989769, 1.038170576095581, -0.2654787302017212, -0.893798828125, 0.1240234375, -0.24609375, 
49, 3536126440, 0.8825397491455078, -0.05743303894996643, -0.44046467542648315, -0.1544058620929718, 7.7909979820251465, 0.3513619601726532, 6.004218101501465, 0.11226719617843628, 0.9801030158996582, -0.26491522789001465, -0.891845703125, 0.12451171875, -0.242919921875, 
50, 3536134773, 0.8825821876525879, -0.057389289140701294, -0.4403733015060425, -0.1544395387172699, 7.766163349151611, 0.37336409091949463, 5.988581657409668, 0.015138012357056141, 0.9819985032081604, -0.2810778021812439, -0.89453125, 0.1259765625, -0.24365234375, 
51, 3536143106, 0.8826165795326233, -0.05735787749290466, -0.4402933120727539, -0.15448278188705444, 7.7684807777404785, 0.34756380319595337, 5.973825454711914, -0.20925547182559967, 0.7795948386192322, -0.38222837448120117, -0.89599609375, 0.12548828125, -0.24462890625, 
52, 3536151439, 0.8826484084129333, -0.05733436346054077, -0.44021838903427124, -0.15452313423156738, 7.775848388671875, 0.3654959797859192, 5.9767866134643555, -0.255002498626709, 0.6809543967247009, -0.28207674622535706, -0.894287109375, 0.125, -0.2421875, 
53, 3536159772, 0.8826696872711182, -0.0573149174451828, -0.44016674160957336, -0.15455612540245056, 7.787929534912109, 0.35080403089523315, 5.9799699783325195, -0.24362978339195251, 0.3225856423377991, -0.23650901019573212, -0.892333984375, 0.12353515625, -0.239990234375, 
54, 3536168105, 0.8826855421066284, -0.05729992687702179, -0.4401242733001709, -0.15459182858467102, 7.785568714141846, 0.35912948846817017, 5.990584373474121, -0.16668462753295898, 0.17064203321933746, -0.15072695910930634, -0.891845703125, 0.12353515625, -0.246826171875, 
55, 3536176438, 0.8826966285705566, -0.057286933064460754, -0.44009679555892944, -0.15461182594299316, 7.787371635437012, 0.3451818823814392, 5.979569435119629, -0.19921471178531647, -0.05628728121519089, -0.0796474739909172, -0.890625, 0.1259765625, -0.247314453125, 
56, 3536184771, 0.8827022910118103, -0.057273268699645996, -0.4400816261768341, -0.1546272337436676, 7.816068649291992, 0.3282439708709717, 5.971429347991943, -0.14606517553329468, -0.24460314214229584, -0.04427420347929001, -0.892822265625, 0.125, -0.24365234375, 
57, 3536193104, 0.8827069401741028, -0.05726124346256256, -0.44006797671318054, -0.15464404225349426, 7.811877250671387, 0.3333081901073456, 5.989683628082275, -0.16760674118995667, -0.2670668065547943, -0.060616083443164825, -0.893798828125, 0.125, -0.24365234375, 
58, 3536201437, 0.8827206492424011, -0.057245224714279175, -0.4400396943092346, -0.15465256571769714, 7.813808441162109, 0.3596664071083069, 5.975592136383057, -0.0640484020113945, -0.03707660734653473, 0.07748306542634964, -0.894287109375, 0.123291015625, -0.24462890625, 
59, 3536209770, 0.8827364444732666, -0.05722181499004364, -0.4400154948234558, -0.15463995933532715, 7.808986663818359, 0.34895119071006775, 5.979498386383057, 0.13370630145072937, -0.07086177915334702, 0.2589086890220642, -0.892578125, 0.12548828125, -0.24560546875, 
60, 3536218103, 0.882742702960968, -0.057196810841560364, -0.4400111436843872, -0.1546255648136139, 7.809173583984375, 0.34572580456733704, 5.962917327880859, 0.19950926303863525, -0.3676026463508606, 0.23480568826198578, -0.890380859375, 0.12255859375, -0.246337890625, 
61, 3536226436, 0.8827447295188904, -0.05716896057128906, -0.4400160312652588, -0.15461018681526184, 7.793501853942871, 0.34489578008651733, 5.982430458068848, 0.27463582158088684, -0.5050743222236633, 0.23583023250102997, -0.892822265625, 0.1240234375, -0.244384765625, 
62, 3536234769, 0.8827476501464844, -0.05716143548488617, -0.44002145528793335, -0.15458112955093384, 7.803858280181885, 0.36306366324424744, 5.977337837219238, 0.136037215590477, -0.5575322508811951, 0.5451477766036987, -0.893798828125, 0.12548828125, -0.2412109375, 
63, 3536243102, 0.8827512860298157, -0.05716429650783539, -0.4400252103805542, -0.1545485258102417, 7.781219482421875, 0.3421774208545685, 5.981937408447266, -0.013076066970825195, -0.5555087327957153, 0.6124107837677002, -0.892333984375, 0.125, -0.242919921875, 
64, 3536251435, 0.882745623588562, -0.057184696197509766, -0.44004079699516296, -0.15452861785888672, 7.784868240356445, 0.34895142912864685, 6.033172607421875, -0.2338963896036148, -0.784551203250885, 0.585618257522583, -0.892333984375, 0.12353515625, -0.246826171875, 
65, 3536259768, 0.8827283978462219, -0.057236671447753906, -0.4400763213634491, -0.15450653433799744, 7.808193683624268, 0.35311439633369446, 6.058321952819824, -0.6227460503578186, -1.1634881496429443, 0.7119988799095154, -0.891845703125, 0.1240234375, -0.244384765625, 
66, 3536268101, 0.8827210664749146, -0.057314157485961914, -0.44008803367614746, -0.15448632836341858, 7.820131778717041, 0.35666221380233765, 6.071633338928223, -0.9307060241699219, -0.8704100847244263, 0.9374552965164185, -0.891357421875, 0.1240234375, -0.244384765625, 
67, 3536276434, 0.8827457427978516, -0.05733667314052582, -0.4400550127029419, -0.15443143248558044, 7.805790424346924, 0.3776629567146301, 6.024946689605713, -0.17818541824817657, -0.04058575630187988, 1.0756441354751587, -0.891845703125, 0.125, -0.242919921875, 
68, 3536284767, 0.882777214050293, -0.05728106200695038, -0.4400368928909302, -0.15432357788085938, 7.7900071144104, 0.3410680890083313, 5.9112467765808105, 1.1275385618209839, -0.05756799131631851, 1.2508455514907837, -0.892333984375, 0.1240234375, -0.244384765625, 
69, 3536293100, 0.8828100562095642, -0.05716310441493988, -0.44003474712371826, -0.15418586134910583, 7.783587455749512, 0.37429025769233704, 5.859884738922119, 2.1230616569519043, -0.1369977444410324, 1.2503844499588013, -0.893798828125, 0.123046875, -0.24365234375, 
70, 3536301433, 0.8827382922172546, -0.057207122445106506, -0.440183162689209, -0.1541561484336853, 7.739851951599121, 0.3486862778663635, 6.0656208992004395, -0.2412220537662506, -2.855564594268799, 0.5939428806304932, -0.890869140625, 0.12548828125, -0.244873046875, 
71, 3536309766, 0.8826192617416382, -0.0573277473449707, -0.4404091238975525, -0.1541476547718048, 7.776506423950195, 0.28216552734375, 6.083286762237549, -1.2133079767227173, -4.226233959197998, 0.5969141721725464, -0.8935546875, 0.1259765625, -0.2412109375, 
